tt2132285,Bling Ring,The Bling Ring,2013,2013-09-26,"Biography, Crime, Drama",90,"USA, UK, France, Germany, Japan",English,Sofia Coppola,"Sofia Coppola, Nancy Jo Sales",American Zoetrope,"Katie Chang, Israel Broussard, Emma Watson, Claire Julien, Taissa Farmiga, Georgia Rock, Leslie Mann, Carlos Miranda, Gavin Rossdale, Stacy Edwards, G. Mac Brown, Marc Coppola, Janet Song, Annie Fitzgerald, Lorenzo Hunt","Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.",$ 8000000,$ 5845732,$ 20045576
tt2132374,Life's a Breeze,Life's a Breeze,2013,2013-07-19,"Comedy, Drama",83,"Ireland, Sweden",English,Lance Daly,Lance Daly,Fastnet Films,"Kelly Thornton, Fionnula Flanagan, Pat Shortt, Eva Birthistle, David Bendito, Una C., Ger Carey, Una Carroll, Paul Chaal, Wuzza Conlon, Lesley Conroy, Brian Gleeson, Willie Higgins, Pamela Hughes, Philip Judge",Tells the story of a family as they search for a lost fortune around the streets of Dublin.,$ 4000000,$ 3450,$ 103118
tt2133196,Born to Be Blue,Born to Be Blue,2015,2016-07-25,"Biography, Drama, Music",97,"Canada, UK","English, Italian",Robert Budreau,"Robert Budreau, James Luscombe",New Real Films,"Ethan Hawke, Carmen Ejogo, Callum Keith Rennie, Tony Nappo, Stephen McHattie, Janet-Laine Green, Dan Lett, Kedar Brown, Kevin Hanchard, Tony Nardi, Barbara Mamabolo, Charles Officer, Katie Boland, Janine Theriault, Joe Cobden",A re-imagining of jazz legend Chet Baker's musical comeback in the late '60s.,$ 6500000,$ 830129,$ 1553337
tt2139881,"Non succede, ma se succede...",Long Shot,2019,2019-10-10,"Comedy, Romance",125,"USA, Canada, Colombia","English, Swedish, French, Vietnamese, Russian, Hebrew",Jonathan Levine,"Dan Sterling, Liz Hannah",Summit Entertainment,"Charlize Theron, Seth Rogen, June Diane Raphael, O'Shea Jackson Jr., Ravi Patel, Bob Odenkirk, Andy Serkis, Randall Park, Tristan D. Lalla, Alexander Skarsgård, Aladeen Tawfeek, Nathan Morris, Wanya Morris, Shawn Stockman, Isla Dowling","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.",$ 40000000,$ 30316271,$ 53873809
tt2140037,Jane Got a Gun,Jane Got a Gun,2015,2016-01-29,"Action, Drama, Western",98,USA,English,Gavin O'Connor,"Brian Duffield, Anthony Tambakis",1821 Pictures,"Natalie Portman, Joel Edgerton, Ewan McGregor, Noah Emmerich, Boyd Holbrook, Rodrigo Santoro, James Burnett, Sam Quinn, Maisie McMaster, Jenny Gabrielle, Alex Manette, Piper Sheets, Celia Kessler, Linda Martin, Kristin Hansen",A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.,$ 25000000,$ 1513793,$ 3067531
tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,2014-02-20,"Biography, Comedy, Drama",125,"USA, UK, Australia",English,John Lee Hancock,"Kelly Marcel, Sue Smith",Walt Disney Pictures,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell, Ruth Wilson, Paul Giamatti, Bradley Whitford, B.J. Novak, Jason Schwartzman, Lily Bigham, Kathy Baker, Melanie Paxson, Andy McPhee, Rachel Griffiths, Ronan Vibert",Author,$ 35000000,$ 83301580,$ 117867984
tt2140379,Self/less,Self/less,2015,2015-09-10,"Action, Mystery, Sci-Fi",117,USA,English,Tarsem Singh,"Àlex Pastor, David Pastor",Gramercy Pictures (I),"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley, Victor Garber, Derek Luke, Jaynee-Lynne Kinchen, Melora Hardin, Michelle Dockery, Sam Page, Brendan McCarthy, Thomas Francis Murphy, Sandra Ellis Lafferty, Emily Tremaine, Griff Furst","A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",$ 26000000,$ 12279691,$ 31807156
tt2140479,The Accountant,The Accountant,2016,2016-10-27,"Action, Crime, Drama",128,USA,"English, Indonesian, French",Gavin O'Connor,Bill Dubuque,Warner Bros.,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal, Jeffrey Tambor, Cynthia Addai-Robinson, John Lithgow, Jean Smart, Andy Umberger, Alison Wright, Jason Davis, Robert C. Treveiler, Mary Kraft, Seth Lee, Jake Presley","As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",$ 44000000,$ 86260045,$ 155160045
tt2140507,Edison - L'uomo che illuminò il mondo,The Current War,2017,2019-07-18,"Biography, Drama, History",108,"USA, Russia, UK",English,Alfonso Gomez-Rejon,Michael Mitnick,Bazelevs Production,"Benedict Cumberbatch, Oliver Powell, Sophia Ally, Tuppence Middleton, Woody Norman, Tom Holland, Matthew Macfadyen, Dominic Coleman, Corey Johnson, Katherine Waterston, Michael Shannon, Stanley Townsend, Nicholas Hoult, Emma Davies, Nigel Whitmey",The dramatic story of the cutthroat race between electricity titans Thomas Edison and George Westinghouse to determine whose electrical system would power the modern world.,$ 30000000,$ 5979540,$ 12217160
tt2141751,God Help the Girl,God Help the Girl,2014,2014-08-22,"Drama, Music, Romance",112,UK,English,Stuart Murdoch,Stuart Murdoch,Barry Mendel Productions,"Emily Browning, Olly Alexander, Hannah Murray, Pierre Boulanger, Cora Bisset, Sarah Swire, Mark Radcliffe, Stuart Maconie, Ann Scott-Jones, Josie Long, Pauline King, Kath Howden, Alex Klobouk, Paul Flanagan, Michael Drum","As Eve begins writing songs as a way to sort through some emotional problems, she meets James and Cassie, two musicians each at crossroads of their own.",$ 1850000,$ 102757,$ 423306
tt2147225,Black November,Black November,2012,2015-01-09,"Action, Crime, Drama",95,"Nigeria, USA",English,Jeta Amata,Jeta Amata,Wells & Jeta Entertainment,"Mbong Amata, Enyinna Nwigwe, Hakeem Kae-Kazim, Anne Heche, Mickey Rourke, Kim Basinger, Sarah Wayne Callies, Vivica A. Fox, Wyclef Jean, Akon, Robert Peters, Ivar Brogger, George LePorte, Zack Amata, Joy Gohring","Inspired by true events, an oil-rich Nigerian community wages war against an oil corporation to protect their land from being destroyed. Rebels kidnap an American oil executive and demand that his corporation end the destruction.",$ 7500000,$ 5782,$ 5782
tt2165735,Drug War,Du zhan,2012,2013-04-04,"Action, Crime, Drama",107,"China, Hong Kong","Mandarin, Cantonese",Johnnie To,"Ka-Fai Wai, Nai-Hoi Yau",Beijing Hairun Pictures Company,"Honglei Sun, Louis Koo, Yi Huang, Yunxiang Gao, Wallace Chung, Guangjie Li, Tao Guo, Jing Li, Hoi-Pang Lo, Eddie Cheung, Ka Tung Lam, Michelle Ye, Suet Lam, Ting Yip Ng, Philip Keung",A drug cartel boss who is arrested in a raid is coerced into betraying his former accomplices as part of an undercover operation.,CNY 100000000,$ 128195,$ 24676341
tt2167202,Getaway - Via di fuga,Getaway,2013,2013-08-30,"Action, Crime, Thriller",90,"USA, Bulgaria",English,Courtney Solomon,"Sean Finegan, Gregg Maxwell Parker",After Dark Films,"Ethan Hawke, Selena Gomez, Jon Voight, Rebecca Budig, Paul Freeman, Bruce Payne, Ivaylo Geraskov, Dimo Alexiev, Velislav Pavlov, Dejan Angelov, Kaloian Vodenicharov, Danko Jordanov, Velizar Peev, Peewee Piemonte, Esteban Cueto","To save his kidnapped wife, Brent Magna must drive at the orders of a mysterious man.",$ 18000000,$ 10501938,$ 11806432
tt2168910,Cocktail,Cocktail,2012,2012-07-13,"Comedy, Drama, Romance",146,"UK, India",Hindi,Homi Adajania,"Imtiaz Ali, Sajid Ali",Cocktail Film,"Saif Ali Khan, Deepika Padukone, Diana Penty, Dimple Kapadia, Boman Irani, Yasmin Tippett, Lottie Dosanjh, Tina Desai, Louise Bangay, Manoj Pahwa, Mia Uyeda, Tim Parker, Ray Burnet, Shailesh Dubey, Dean Bardini","A love triangle between a guy and two girls, who are best friends but the complete opposite of one another.",$ 7980000,$ 1227789,$ 2724695
tt2170299,Bad Words,Bad Words,2013,2014-03-28,"Comedy, Drama",89,USA,English,Jason Bateman,Andrew Dodge,Aggregate Films,"Jason Bateman, Kathryn Hahn, Rohan Chand, Philip Baker Hall, Allison Janney, Ben Falcone, Steve Witting, Beth Grant, Gwen Parden, Anjul Nigam, Allan Miller, Bob Stephenson, Patricia Belcher, Matthew Zhang, Madison Hu",A spelling bee loser sets out to exact revenge by finding a loophole and attempting to win as an adult.,$ 10000000,$ 7779614,$ 7804337
tt2170439,Come ammazzare il capo 2,Horrible Bosses 2,2014,2015-01-08,"Comedy, Crime",108,USA,English,Sean Anders,"Sean Anders, John Morris",BenderSpink,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston, Kevin Spacey, Jamie Foxx, Chris Pine, Christoph Waltz, Jonathan Banks, Lindsay Sloane, Keegan-Michael Key, Kelly Stables, Jerry Lambert, Sam Richardson, Brianne Howey","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",$ 42000000,$ 54445357,$ 107645357
tt2170593,St. Vincent,St. Vincent,2014,2014-12-18,"Comedy, Drama",102,USA,"English, Spanish",Theodore Melfi,Theodore Melfi,Chernin Entertainment,"Bill Murray, Melissa McCarthy, Naomi Watts, Chris O'Dowd, Terrence Howard, Jaeden Martell, Kimberly Quinn, Lenny Venito, Nate Corddry, Dario Barosso, Donna Mitchell, Ann Dowd, Scott Adsit, Reg E. Cathey, Deirdre O'Connell","A young boy whose parents have just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic war veteran who lives next door.",$ 13000000,$ 44137712,$ 54837234
tt2172584,Maps to the Stars,Maps to the Stars,2014,2014-05-21,"Comedy, Drama",111,"Canada, Germany, France, USA",English,David Cronenberg,Bruce Wagner,Prospero Pictures,"Julianne Moore, Mia Wasikowska, John Cusack, Evan Bird, Olivia Williams, Robert Pattinson, Kiara Glasco, Sarah Gadon, Dawn Greenhalgh, Jonathan Watton, Jennifer Gibson, Gord Rand, Justin Kelly, Niamh Wilson, Clara Pasieka","A tour into the heart of a Hollywood family chasing celebrity, one another and the relentless ghosts of their pasts.",$ 15000000,$ 350741,$ 4510934
tt2172934,3 Days to Kill,3 Days to Kill,2014,2014-06-05,"Action, Drama, Thriller",117,"USA, France, Serbia","English, French, German, Serbian",McG,"Adi Hasak, Luc Besson",Relativity Media,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney, Joakhim Sigue, Alison Valence, Big John, Michaël Vander-Meiren, Paolo Calia",A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,$ 28000000,$ 30697999,$ 53260230
tt2172935,Metallica Through the Never,Metallica Through the Never,2013,2013-10-04,Music,93,USA,English,Nimród Antal,"Nimród Antal, James Hetfield",Blackened Recordings,"Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo, Kyle Thomson, Toby Hargrave, Mackenzie Gray, Peter Bryant, Hrothgar Mathews, Jeremy Raymond, Fraser Aitcheson, Ed Anders, Brett Armstrong, Charlie Attrill","Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",$ 18000000,$ 3419967,$ 7975812
tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012,2012-11-13,"Drama, Romance",198,India,Hindi,Yash Chopra,"Aditya Chopra, Aditya Chopra",First Step Productions,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Anupam Kher, Rishi Kapoor, Sharib Hashmi, Susan Fordham, Julia St John, Andrew Bicknell, Neetu Singh, Vic Waghorn, Sarika, Lee Nicholas Harris, Laura Bernardeschi, Varun Thakur",A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.,$ 7217600,$ 3047539,$ 6797958
tt2177771,Monuments Men,The Monuments Men,2014,2014-02-13,"Comedy, Drama, History",118,"USA, Germany","English, German, Russian, French, Flemish, Dutch",George Clooney,"George Clooney, Grant Heslov",Columbia Pictures,"George Clooney, Matt Damon, Bill Murray, Cate Blanchett, John Goodman, Jean Dujardin, Hugh Bonneville, Bob Balaban, Dimitri Leonidas, Justus von Dohnányi, Holger Handtke, Michael Hofland, Zachary Baharov, Michael Brandner, Sam Hazeldine",An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.,$ 70000000,$ 78031620,$ 156706638
tt2178256,The Rocket,The Rocket,2013,2013-08-29,Drama,100,"Australia, Thailand, Laos",Lao,Kim Mordaunt,Kim Mordaunt,Red Lamp Films,"Boonsri Yindee, Alice Keohavong, Karen, Sitthiphon Disamoe, Chanthachone Latvongxay, Sumrit Warin, Samnuan Sankote, Jarunun Phantachat, Walter Van Veenendaal, Yuttana Muenwaja, Chaleam Ratchaborntong, Wattana Klumkrong, Suthep Po-ngam, Loungnam Kaosainam, Sopheng Thammavong","Laos. In a land ravaged by war and exploitation, a boy whose family believe he is cursed must redeem himself by taking part in a dangerous rocket competition.",AUD 2000000,$ 56823,$ 449064
tt2178508,Son of Sardaar,Son of Sardaar,2012,2012-11-13,"Action, Comedy",141,India,"Punjabi, Hindi","Ashwani Dhir, Anil Devgan","Robin Bhatt, Shaheen Bhatt",Ajay Devgn Ffilms,"Ajay Devgn, Sanjay Dutt, Sonakshi Sinha, Juhi Chawla, Arjan Bajwa, Shiva Dagar, Mukul Dev, Puneet Issar, Salman Khan, Sanjay Mishra, Gauri Singh, Vindu Dara Singh, Roald Smeets, Tanuja, Jeetu Verma","A guest tries to stay inside the house of a man who can't kill him unless he's outside, because of believing guest to be equal to God.",INR 300000000,$ 771789,$ 1618361
tt2179136,American Sniper,American Sniper,2014,2015-01-01,"Action, Biography, Drama",133,USA,"English, Arabic",Clint Eastwood,"Jason Hall, Chris Kyle",Warner Bros.,"Bradley Cooper, Kyle Gallner, Cole Konis, Ben Reed, Elise Robertson, Luke Sunshine, Troy Vincent, Brandon Salgado Telis, Keir O'Donnell, Marnette Patterson, Jason Hall, Billy Miller, Leonard Roberts, Jason Walsh, Reynaldo Gallegos","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.",$ 58800000,$ 350126372,$ 547426372
tt2180411,Into the Woods,Into the Woods,2014,2015-04-02,"Adventure, Comedy, Drama",125,USA,English,Rob Marshall,"James Lapine, James Lapine",BBL Motion Picture Studios,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt, Christine Baranski, Tammy Blanchard, Lucy Punch, Tracey Ullman, Lilla Crawford, Meryl Streep, Simon Russell Beale, Joanna Riding, Johnny Depp, Billy Magnussen, Mackenzie Mauzy",A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,$ 50000000,$ 128002372,$ 212902372
tt2181831,Shahid,Shahid,2012,2013-10-18,"Biography, Drama",129,India,Hindi,Hansal Mehta,"Sameer Gautam Singh, Sameer Gautam Singh",Bohra Bros Production Pvt.,"Rajkummar Rao, Prabhleen Sandhu, Mohammed Zeeshan Ayyub, Baljinder Kaur, Tigmanshu Dhulia, Kay Kay Menon, Vipin Sharma, Shalini Vatsa, Vinod Rawat, Suvinder Pal, Pawan Kumar, Vivek Ghamande, Paritosh Sand, Prabal Panjabi, Yusuf Hussain","The account of Human Rights lawyer Shahid Azmi, an ordinary citizen with an extraordinary commitment to justice.",$ 1000000,$ 12153,$ 377803
tt2182972,Song One,Song One,2014,2015-01-22,"Drama, Music",86,USA,English,Kate Barker-Froyland,Kate Barker-Froyland,Worldview Entertainment,"Anne Hathaway, Mary Steenburgen, Johnny Flynn, Lola Kirke, Sarah Steele, Li Jun Li, Ben Rosenfield, Grace Rex, Sharon Van Etten, Al Thompson, Kitty Crystal, Peter Francis James, Gideon Glick, Shawn Parsons, Roderick Hill",A young woman strikes up a relationship with her ailing brother's favorite musician.,$ 6000000,$ 32251,$ 408918
tt2183034,Earth to Echo,Earth to Echo,2014,2014-07-02,"Adventure, Family, Sci-Fi",91,USA,English,Dave Green,"Henry Gayden, Henry Gayden",Relativity Media,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius M. Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman, Roger Hewlett, Mary Pat Gleason, Marilyn Giacomazzi","After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.",$ 13000000,$ 38934842,$ 45681062
tt2184287,L'estate all'improvviso,Summer in February,2013,2013-06-14,"Biography, Drama, Romance",100,UK,English,Christopher Menaul,Jonathan Smith,CrossDay Productions Ltd.,"Dominic Cooper, Dan Stevens, Jane Cussons, Daphne Neville, Mia Austen, Hattie Morahan, Max Deacon, Shaun Dingwall, Michael Maloney, Emily Browning, Tom Ward-Thomas, Joshua James, Ollie Marsden, Roger Ashton-Griffiths, Camille O'Sullivan","A true tale of love, liberty and scandal amongst the Edwardian artists' colony in Cornwall",GBP 5000000,$ 1624,$ 605403
tt2184339,La notte del giudizio,The Purge,2013,2013-08-01,"Horror, Thriller",85,"USA, France",English,James DeMonaco,James DeMonaco,Universal Pictures,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane, Edwin Hodge, Rhys Wakefield, Tony Oller, Arija Bareikis, Tom Yi, Chris Mulkey, Tisha French, Dana Bunch, Peter Gvozdas, John Weselcouch, Alicia Vela-Bailey","A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal.",$ 3000000,$ 64473115,$ 89328627
tt2187115,Il caso Kerenes,Pozitia copilului,2013,2013-06-13,Drama,112,Romania,Romanian,Cãlin Peter Netzer,"Razvan Radulescu, Cãlin Peter Netzer",Parada Film,"Luminita Gheorghiu, Bogdan Dumitrache, Natasa Raab, Ilinca Goia, Florin Zamfirescu, Vlad Ivanov, Mimi Branescu, Cerasela Iosifescu, Adrian Titieni, Tania Popa, Leontina Vaduva, Ion Grosu, Oxana Moravec, Mihai Dorobantu, Nicolae Scarlat","After the terrible news of a fatal car accident involving her son, a desperate mother will do anything in her power to set her child free.",EUR 850000,$ 97170,$ 994126
tt2190367,Il suono intorno,O Som ao Redor,2012,2013-01-04,"Drama, Thriller",131,Brazil,"Portuguese, English, Mandarin, Persian",Kleber Mendonça Filho,Kleber Mendonça Filho,Hubert Bals Fund,"Ana Rita Gurgel, Caio Almeida, Maeve Jinkings, Dida Maia, Felipe Bandeira, Gustavo Jahn, Irma Brown, Mauricéia Conceição, Graziela Santos da Rocha, Gabriela Santos da Rocha, Júlio Rodrugues, Rubens Santos, Bruno Negaum, Arthur Canavarro, Allyson Arruda",The lives of the residents of a Brazilian apartment building and the security guards who get the job guarding the surrounding streets.,BRL 1860000,$ 60255,$ 467491
tt2191701,Un weekend da bamboccioni 2,Grown Ups 2,2013,2013-11-07,Comedy,101,USA,"English, Spanish",Dennis Dugan,"Fred Wolf, Adam Sandler",Columbia Pictures,"Adam Sandler, Kevin James, Chris Rock, David Spade, Salma Hayek, Maya Rudolph, Maria Bello, Nick Swardson, Steve Buscemi, Colin Quinn, Tim Meadows, Jon Lovitz, Shaquille O'Neal, Alexander Ludwig, Georgia Engel","After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.",$ 80000000,$ 133668525,$ 246984278
tt2192016,The Dark Horse,The Dark Horse,2014,2014-11-20,"Biography, Drama",124,New Zealand,English,James Napier Robertson,James Napier Robertson,Four Knights Film,"Cliff Curtis, James Rolleston, Kirk Torrance, Miriama McDowell, Barry Te Hira, Xavier Horan, Wayne Hapi, Lyel Timu, Te Ahorangi Retimana-Martin, Calae Hignett-Morgan, Te Rua Rehu-Martin, Niwa Whatuira, Lionel Wellington, Wesley Broadfoot, Tuhoe Isaac",A brilliant but troubled New Zealand chess champion finds purpose by teaching underprivileged children about the rules of chess and life.,NZD 3500000,$ 67533,$ 1862114
tt2193215,The Counselor - Il procuratore,The Counselor,2013,2014-01-16,"Crime, Drama, Thriller",117,"UK, USA","English, Spanish, Dutch",Ridley Scott,Cormac McCarthy,Fox 2000 Pictures,"Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem, Cesar Aguirre, Daniel Holguín, Chris Obi, Bruno Ganz, Richard Cabral, Provence Maydew, Brad Pitt, Paris Jefferson, Dar Dash, Rosie Perez, Alex Hafner",A lawyer finds himself in over his head when he gets involved in drug trafficking.,$ 25000000,$ 16973715,$ 71009334
tt2194499,Questione di tempo,About Time,2013,2013-11-07,"Comedy, Drama, Fantasy",123,UK,English,Richard Curtis,Richard Curtis,Translux,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson, Lindsay Duncan, Richard Cordery, Joshua McGuire, Tom Hollander, Margot Robbie, Will Merrick, Vanessa Kirby, Tom Hughes, Clemmie Dugdale, Harry Hadden-Paton, Mitchell Mullen","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",$ 12000000,$ 15322921,$ 87100449
tt2195548,Prince Avalanche,Prince Avalanche,2013,2013-09-19,"Comedy, Drama",94,USA,"English, German",David Gordon Green,"David Gordon Green, Hafsteinn Gunnar Sigurðsson",Muskat Filmed Properties,"Paul Rudd, Emile Hirsch, Lance LeGault, Joyce Payne, Gina Grande, Lynn Shelton, Larry Kretschmar, Enoch Moon, David L. Osborne Jr., Danni Wolcott, Morgan Calderoni, Savanna Porter, Juniper Smith",Two highway road workers spend the summer of 1988 away from their city lives. The isolated landscape becomes a place of misadventure as the men find themselves at odds with each other and the women they left behind.,$ 725000,$ 205139,$ 442313
tt2197905,Dystopia: 2013,Dystopia: 2013,2012,2012-01-15,Sci-Fi,122,USA,English,Johnno Zee,Johnno Zee,Zomular Media Group,"Cody Brown, Steve Arvig, Kristin Mothersbaugh, Sam Senovich, Jennifer Eiffert, Nelson J. Flowers, Scott Fitzpatrick, Warren Ray, Joe Falk, Leah Samson, Tyler Mease, Richie Velasquez, Chris Cactus Yarnton, April Doc, Michael Yarnton","A film about the mythical and mysterious cataclysm which befalls mankind on December 21st, 2012 and what happens next. Centered around 4 characters, each with a back story of what their ...",$ 150000,$ 1708,$ 1708
tt2199543,Praia do Futuro,Praia do Futuro,2014,2014-05-15,"Drama, Romance",106,"Brazil, Germany","Portuguese, German, English",Karim Aïnouz,"Felipe Bragança, Karim Aïnouz",Coração da Selva,"Wagner Moura, Clemens Schick, Jesuíta Barbosa, Fred Lima, Thomas Aquino, Maj. Barreto, Marcus Davis Andrade Braga, Savio Ygor Ramos, Demick Lopes, Jean Philippe Kodjo Adabra, Sabine Timoteo, Yannik Burwiek, Christoph Zrenner, Natascha Paulick, Ingo Naujoks","Shortly after failing to rescue a drowning man, Donato meets Konrad, a friend of the victim. They soon begin a relationship which seems doomed from the start, while Donato's past catches up with him.",$ 4000000,$ 20262,$ 779835
tt2199571,Run All Night - Una notte per sopravvivere,Run All Night,2015,2015-04-30,"Action, Crime, Drama",114,USA,English,Jaume Collet-Serra,Brad Ingelsby,Warner Bros.,"Liam Neeson, Ed Harris, Joel Kinnaman, Boyd Holbrook, Bruce McGill, Genesis Rodriguez, Vincent D'Onofrio, Lois Smith, Common, Beau Knapp, Patricia Kalember, Daniel Stewart Sherman, James Martinez, Radivoje Bukvic, Tony Naumovski","Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.",$ 50000000,$ 26461644,$ 71561644
tt2202471,Ai,Ai,2012,2012-02-10,"Drama, Romance",128,"Taiwan, China",Mandarin,Doze Niu,"Doze Niu, Li-ting Tseng",Honto Production,"Qi Shu, Mark Chao, Wei Zhao, Amber Kuo, Ivy Yi-Han Chen, Ethan Juan, Eddie Peng, Doze Niu, Han Dian Chen, David Te-Yang Chiu, Ralf Chiu, Hsiao-Yeh, Chin-Jung Kang, Stephanie Shu-Yan Lee, Hsuan Li","Eight people try to end their loneliness by searching for that one person to love, who can make their life complete.",$ 10000000,$ 309200,$ 1533874
tt2203939,Tutte contro lui,The Other Woman,2014,2014-06-19,"Comedy, Romance",109,USA,English,Nick Cassavetes,Melissa Stack,Twentieth Century Fox,"Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson, Kate Upton, Taylor Kinney, Nicki Minaj, Kenneth Maharaj, Alyshia Ochse, Victor Cruz, Madison McKinley, David Thornton, Olivia Culpo, John 'B.J.' Bryant, Chelsea Turnbo","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",$ 40000000,$ 83911193,$ 196710396
tt2205401,Addicted - Desiderio irresistibile,Addicted,2014,2014-10-10,"Drama, Thriller",106,USA,"Spanish, English",Bille Woodruff,"Christina Welsh, Ernie Barbarash",Codeblack Entertainment,"Boris Kodjoe, Brandon Gonzales, Cameron Mills, Daniel O'Callaghan, Emayatzy Corinealdi, Garrett Hines, Hunter Burke, John Newberg, Kat Graham, Landon Runion, Lauren Marquez, Maria Howell, Omer Mughal, Paul Hall, Sharon Leal",A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,$ 5000000,$ 17390770,$ 17534314
tt2207006,The Obama Effect,The Obama Effect,2012,2012-07-13,"Comedy, Drama",85,USA,English,Charles S. Dutton,"Charles S. Dutton, Barry Hankerson",,"Charles S. Dutton, Katt Williams, Vanessa Bell Calloway, Toneey Acevedo, Kristen Ariza, Mark Ashworth, Giselle Bonilla, Bill Lee Brown, Reggie Brown, Yakira Chambers, Angelina Cortez, John Diehl, Lauren Evans, Jenny Gago, Richie Gibbs","A serious health scare ignites John Thomas, an insurance salesman in his 50s, to take a closer look at his life. Motivated by a misguided obsession with getting",$ 10000000,$ 110904,$ 110904
tt2209418,Before Midnight,Before Midnight,2013,2013-10-31,"Drama, Romance",109,"USA, Greece","English, Greek, French",Richard Linklater,"Richard Linklater, Julie Delpy",Faliro House Productions,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Jennifer Prior, Charlotte Prior, Xenia Kalogeropoulou, Walter Lassally, Ariane Labed, Yiannis Papadopoulos, Athina Rachel Tsangari, Panos Koronis, Enrico Focardi, Manolis Goussias, Anouk Servera, Yota Argyropoulou",We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,$ 3000000,$ 8114627,$ 20994648
tt2209764,Transcendence,Transcendence,2014,2014-04-17,"Action, Drama, Sci-Fi",119,"UK, China, USA",English,Wally Pfister,Jack Paglen,Alcon Entertainment,"Johnny Depp, Rebecca Hall, Paul Bettany, Cillian Murphy, Kate Mara, Cole Hauser, Morgan Freeman, Clifton Collins Jr., Cory Hardrict, Falk Hentschel, Josh Stewart, Luce Rains, Fernando Chien, Steven Liu, Xander Berkeley",A scientist's drive for artificial intelligence takes on dangerous implications when his own consciousness is uploaded into one such program.,$ 100000000,$ 23022309,$ 103039258
